waktu,username,title text,label
2022-06-06 02:05:41+00:00,PemkotaBlitar,Dinas Ketahanan Pangan dan Pertanian Kota Blitar Gelar Sosialisasi Antisipasi PMK Bagi Peternak,true
2022-06-06 02:05:48+00:00,DewiOzza,Buat Desa Maju Merata Ganjar Minta kades lakukan ini Dalam kesempatan itu Ganjar mendorong transformasi desa mandiri dan sejahtera,true
2022-06-06 02:06:58+00:00,WellToto,Tak hanya kehilangan jenderal karena tewas Rusia juga kehilangan sejumlah jenderal akibat dipecat oleh Presiden Putin terkait dengan tidak mulusnya invasi di Ukraina sejauh ini,true
2022-06-06 02:07:21+00:00,Beritadotnews,Pemkot Makassar Protes Kemendagri Naikkan PPKM ke Level 3,true
2022-06-06 02:07:45+00:00,detikfinance,Dengan adanya keputusan itu maka ASN terdiri atas dua jenis antara lain PNS dan PPPK. Tenaga honorer akan dihapuskan dan diganti dengan sistem outsourcing,true
2022-06-06 02:08:45+00:00,amannadhir,Pemerintah diminta beri kepastian 193.954 guru lulus P3K tapi belum dapat formasi,true
2022-06-06 02:09:20+00:00,willysinggih,PT Taman Wisata Candi mengatakan untuk tiket naik ke candi seharga Rp5 ribu per pelajar hanya bisa dipesan secara reservasi melalui pihak sekolah Bagi perorangan meskipun seorang pelajar tetap akan dikenakan harga tiket wisatawan lokal yaitu Rp750 ribu,true
2022-06-06 02:09:30+00:00,ankmahpa,Sebuah Alphard berpelat RFZ menerobos jalur CFD di Bundaram HI Jakarta Pusat tadi pagi. Sopir mobil nekat melitas meski sudah dihalau oleh petugas,true
2022-06-06 02:09:48+00:00,Striani4,Komika dan sutradara Ernest Prakasa menjadi sorotan publik setelah mengunggah sebuah cuitan di akun twitternya ernestprakasa pada Minggu (5/6/2022),true
2022-06-22 23:59:39+00:00,JengkolMayo,RKUHP: Orang Demonstrasi Tanpa Izin Dipenjara 1 Tahun,clickbait
2022-06-22 23:59:38+00:00,AANGMANCHUNIAN,GP Ansor DKI menyayangkan nama Nabi Muhammad disandingkan dengan alkohol,true
2022-06-22 23:59:33+00:00,wow_keren,Bank Dunia Sebut Stimulus Ekonomi Makro Indonesia Berhasil Memitigasi Dampak Pandemi COVID-19,true
2022-06-22 23:59:26+00:00,elangnusantar4,Komjak Puji Kekompakan Erick Thohir dan Kejaksaan dalam Bersih-Bersih BUMN,true
2022-06-22 23:59:24+00:00,detikcom,Larangan warga di Jakarta Barat (Jakbar) untuk memberi makan kucing liar menjadi kontroversi. Polemik tersebut rencananya diselesaikan lewat mediasi,true
2022-06-22 23:59:00+00:00,cintalamaseroja,Ratusan Relawan Indonesia Tageh Deklarasi LaNyalla The Next President,true
2022-06-22 23:58:41+00:00,ayiekkresna,Pimpinan pondok pesantren (ponpes) di Kabupaten Subang DAN (45) ditangkap karena diduga memperkosa ABG yang juga merupakan muridnya,true
2022-06-22 23:58:27+00:00,Thanmust,Senjata api yang menyebabkan anak Buya Arrazy Hasyim meninggal karena tertembak milik anggota Polri. Anggota Polri itu kini ditarik kembali ke Mabes Polri,true
2022-06-22 23:58:20+00:00,LstwnA,KPK dan Indonesia Corruption Watch (ICW) mengadakan pertemuan untuk berdiskusi soal upaya pemberantasan korupsi hingga vonis hukuman dalam perkara korupsi,true
2022-06-22 23:57:42+00:00,_ikhwanyan,Narapidana pengendali penyelundupan narkoba sebesar 92 kg sabu Muhammad Sulton divonis bebas oleh PN Tanjungkarang. Padahal Sulton dituntut mati,true
2022-06-22 23:56:56+00:00,kantahkotbitung,Menteri ATR/Kepala BPN: Sesuai Perintah Presiden PTSL agar Dipercepat,true
2022-06-22 23:56:41+00:00,okezonenews,Misteri Kedung di Sungai Bengawan Solo Keramat dan Kerap Terjadi Kecelakaan,clickbait
2022-06-22 23:56:39+00:00,NegaraPena,KPK menghadiri Rapat Dengar Pendapat Program Pemberantasan Korupsi Terintegrasi Aparat Penegak Hukum Provinsi Sumatera Barat,true
2022-06-22 23:56:37+00:00,riauaktual,Konferprov PWI Pemprov Riau Ajak Insan Pers Tangkis Berita Hoax,true
2022-06-22 23:56:28+00:00,CahWaras11,PW Ansor DKI: Holywings Harus Segera Minta Maaf ke Ummat,true
2022-06-22 23:55:43+00:00,Harimauterakhi2,Senjata api yang menyebabkan anak Buya Arrazy Hasyim meninggal karena tertembak milik anggota Polri. Anggota Polri itu kini ditarik kembali ke Mabes Polri,true
2022-06-22 23:54:48+00:00,detikfinance,Mantan Mendag Muhammad Lutfi dipanggil oleh Kejaksaan Agung sebagai saksi atas kasus dugaan korupsi pemberian fasilitas ekspor CPO atau minyak goreng,true
2022-06-22 23:54:41+00:00,republikaonline,Terungkap bahwa yang membuang sisa material tersebut adalah warga sekitar,true
2022-06-22 23:54:27+00:00,viskaya,Harga daging sapi tengah mengalami anomali. Harganya masih terpantau tinggi meski permintaannya tak begitu tinggi. Pedagang pun meringis pedih,true
2022-06-20 23:58:20+00:00,detikcom,BNPT menyebut kelompok Khilafatul Muslimin bukanlah organisasi teroris. Dia mengatakan Khilafatul Muslimin merupakan organisasi intoleran,true
2022-06-20 23:57:58+00:00,andykasbrt,Bendahara Umum PBNU dan Politikus PDIP Mardani Maming Tersangka KPK Punya Harta Rp 44 M Lebih,true
2022-06-20 23:57:35+00:00,bpnnunukan,Hadiri Rakernas PB Forki Menteri ATR/BPN Hadi Tjahjanto Apresiasi Karateka Nasional dan Lantik 17 Pengprov,true
2022-06-20 23:57:31+00:00,bpnnunukan,Menteri ATR/Kepala BPN Hadi Tjahjanto melakukan kunjungan kerja pertamanya setelah resmi dilantik oleh Presiden Joko Widodo,true
2022-06-20 23:57:26+00:00,bpnnunukan,Tangani Konflik Agraria Kementerian ATR/BPN Pastikan Kegiatan Perekonomian Masyarakat Tetap Berjalan,true
2022-06-20 23:55:53+00:00,chandrakrisnadi,Hari ini adalah hari spesial bagi Presiden Joko Widodo (Jokowi). Karena hari ini 21 Juni merupakan hari kelahirannya,true
2022-06-20 23:55:33+00:00,GoRiauCom,Lantik Pengurus HMI Cabang Kepulauan Meranti Ini Pesan Wabup Asmar,true
2022-06-22 23:55:12+00:00,andykasbrt,M Lutfi bisa membongkar keterlibatan semua pihak dalam kasus minyak goreng,true
2022-06-21 23:59:53+00:00,republikaonline,Untuk mencetak SDM pertanian yang unggul perlu penyuluhan,true
2022-06-21 23:59:25+00:00,therra_,Kasus Islamofobia di Inggris banyak yang tidak ditangani pihak berwajib,true
2022-06-21 23:58:57+00:00,AriantoToyang,Djarot Saiful Hidayat mengkritik program pengentasan kemiskinan Anies di DKI Djarot mengaku melihat tak ada program konkret untuk membantu rakyat miskin,true
2022-06-21 23:58:33+00:00,wow_keren,Jadi Pengganti Internet Explorer Ini Kelebihan dan Kekurangan Microsoft Edge yang Perlu Diketahui,true
2022-06-21 23:57:46+00:00,tan_panama31, Bintang internasional Senegal itu akan meninggalkan Anfield setelah enam tahun kebersamaan pindah ke kampiun #Bundesliga,true
2022-06-21 23:57:44+00:00,Arojas15260108,Ketua Umum PDI Perjuangan Megawati Soekarnoputri memberikan peringatan keras kepada seluruh kader partai yang melakukan manuver politik untuk pencalonan presiden pada Pemilu 2024,true
2022-06-21 23:57:38+00:00,Arojas15260108,Menteri Perdagangan Zulkifli Hasan menargetkan harga minyak goreng curah dapat turun secara merata di seluruh daerah menjadi Rp 14.000 per liter,true
2022-06-21 23:57:21+00:00,detikcom,Mantan PM Malaysia Mahathir Mohamad meminta Malaysia mengklaim Singapura dan Kepulauan Riau. Kemenlu RI minta informasi terkait hal itu ke KBRI di Kuala Lumpur,true
2022-06-21 23:57:05+00:00,berita_hukum,Kapolres Aceh Barat ajak wartawan bantu Polri jaga Kamtibmas,true
2022-06-21 23:57:03+00:00,LaisinaArf,Megawati menilai amendemen UUD 1945 perlu dilakukan satu kali lagi. Tujuannya memberikan kewenangan kepada MPR agar bisa membuat road map,true
2022-06-21 23:57:03+00:00,berita_hukum,Ditjen Imigrasi deportasi WNA terkait penipuan bansos di Jepang,true
2022-06-21 23:55:32+00:00,Aliasliem2,Mereka menyampaikan protes terhadap Anies Baswedan yang dianggap menghambur-hamburkan APBD bukan untuk kepentingan warga miskin Ibu Kota,true
2022-06-21 23:55:31+00:00,republikaonline,Taman Tjimanoek diakui secara nasional sebagai ekoriparian oleh Kementerian LHK,true
2022-06-21 23:55:01+00:00,detikcom,Megawati mengatakan bahwa dirinya yang akan menentukan siapa calon presiden 2024 dari PDIP. Megawati mengingatkan kader tak bermanuver jelang 2024,true
2022-06-21 23:54:42+00:00,Februariii,MK memutuskan Anwar Usman harus mundur dari kursi Ketua MK,true
2022-06-21 23:54:04+00:00,Arenanews1,Daftar Tim yang Lolos Perempat Final Piala Presiden 2022,true
2022-06-21 23:54:02+00:00,FathurRA18,Pemerintah kembali menerapkan pengetatan aturan COVID-19 masyarakat diwajibkan sudah menerima vaksin dosis ketiga. Ini daftar kegiatan wajib booster,true
2022-06-21 23:53:49+00:00,beritasulselcom,Bupati Gowa Harap FKUB Mampu Ciptakan Situasi Aman dan Tentram,true
2022-06-21 23:53:30+00:00,BowoAvisena,Viral di media sosial kisah seorang penumpang mengalami pelecehan seksual saat naik kereta api antar kota,true
2022-06-21 23:52:08+00:00,Bg_Andre29,Corona di Indonesia kembali ngegas melampaui seribu kasus per hari enam hari berturut-turut. IDI meminta tes PCR kembali menjadi syarat perjalanan,true
2022-06-21 23:51:52+00:00,beritasulselcom,Beri Motivasi Kontingen POPDA Tingkat Provinsi Sulsel Gubernur Andi Sudirman: Siap Beri Hadiah “Spesial”,true
2022-06-21 23:51:16+00:00,Antara_Jabar,Pelatih Persib Bandung berharap laga perempat final bisa dihadiri Bobotoh,true
2022-06-21 23:51:04+00:00,apreiskagilang,Wagub DKI Ahmad Riza Patria mengaku baru mengetahui ada tambahan kewajiban commitment fee Formula E sebesar Rp 90 miliar,true
2022-06-21 23:50:09+00:00,detik_bali,Cerita Taufik Hidayat Tolak Suap Malaysia Saat Asian Games,true
2022-06-21 23:49:58+00:00,FRPrayogo,Fosil hewan purba lain ditemukan di lokasi eksavasi fosil kura-kura dan buaya di Kabupaten Subang. Fosil hewan purba yang ditemukan sejenis sapi-sapian,true
2022-06-21 23:49:19+00:00,deno_sudarsono,Pemprov DKI Jakarta menggratiskan tarif angkutan umum TransJakarta MRT dan LRT Jakarta besok,true
2022-06-21 23:46:27+00:00,MSNindonesia,Gempa Magnitudo 5 3 Guncang Sinabang Aceh Dini Hari,true
2022-06-21 23:46:15+00:00,agus8876,Anwar Usman Nilai Dirinya Tak Perlu Mundur dari Ketua MK,true
2022-06-21 23:46:07+00:00,oneulgwanaeil,Forum Dokter Susah Praktik menuding IDI mempersulit perizinan dokter lulusan luar negeri. Kultur feodalisme yang memicu eksploitasi calon spesialis juga disoal,true
2022-06-21 23:46:02+00:00,ANTARABengkulu,Presiden kurban sapi di Bengkulu dengan berat 1 4 ton,true
2022-06-21 23:42:29+00:00,pskemis,Viral di Medsos Toilet SPBU Pasar Kemis Mewah Seperti di Hotel Masyarakat Umum Jadi Betah Ngadem,true
2022-06-21 23:42:23+00:00,ANTARABengkulu,Rejang Lebong tunggu penyelesaian tapal batas dengan Kepahiang,true
2022-06-21 23:41:05+00:00,republikaonline,Meski berpotensi tertular PMK Rusa memiliki karakteristik yang beda dengan sapi,true
2022-06-21 23:40:47+00:00,Ken_Z000,Tidak banyak orang yang sadar mereka berisiko mengalami stroke. Belum lagi penyakit ini tergolong 'silent disease' karena bisa menyerang secara tiba-tiba,true
2022-06-21 23:40:29+00:00,v14nzone,Cerita wisatawan Gunung Bromo dipalak oleh oknum ojek kuda viral di media sosial. Hal ini lantaran wisatawan tersebut merekam oknum ojek kuda,true
2022-06-21 23:40:08+00:00,jubidotcom,Indonesia tuan rumah pertemuan tingkat tinggi bahas disabilitas,true
2022-06-21 23:40:05+00:00,tigapilarnews,21-22 Juni 2022 FSP Parekraf KSPSI Gelar Munas di Bali Gaungkan Tema Indonesia Sehat Pariwisata Bangkit,true
2022-06-21 23:39:09+00:00,v14nzone,Menteri ATR BPN Hadi Tjahjanto Janji Berantas Mafia Tanah Netizen Senang Punya Menteri Langsung Kerja,true
2022-06-21 23:38:08+00:00,21BeritaTerkini,Kala Megawati Tunjuk Paspampres Berbadan Tegap di Belakang Jokowi,true
2022-06-21 23:38:07+00:00,detikoto,Puluhan Juta Kendaraan Belum Bayar Pajak Data Akan Dihapus Jadi Bodong,true
2022-06-21 23:37:55+00:00,detikfinance,Kantor Pelayanan Pajak (KPP) Pratama Jakarta Mampang Prapatan membuka sosialisasi di Gedung Transmedia pada 22 Juni 2022,true
2022-06-21 23:37:07+00:00,detik_sulsel,Masalah Server PPDB Sulsel Jalur Boarding School Diperpanjang hingga 24 Juni,true
2022-06-21 23:37:02+00:00,GoRiauCom,Polisi Tangkap Pengedar di Ukui Pelalawan Sabu Dipasok dari Pekanbaru,true
2022-06-21 23:36:33+00:00,Yunus05675952,Kerja sama yang dilakukan tersebut dalam rangka mengusung capres dan cawapres,true
2022-06-21 23:34:50+00:00,bhp_semarang,Ditjen Imigrasi Deportasi Mitsuhiro Taniguchi Terkait Penipuan Bansos di Jepang,true
2022-06-21 23:33:09+00:00,a_djaffar,Puan Maharani mendapat pujian dari Megawati dalam acara Rakernas II PDIP. Puan menilai pujian itu bukan sinyal dukungan terhadap dirinya untuk maju pada 2024,true
2022-06-21 23:32:46+00:00,purwokertech,RT @detikcom: Pengadilan Negeri (PN) Surabaya mengizinkan pernikahan beda agama pasangan Islam dan Kristen. Apa alasannya?,true
2022-06-21 23:32:28+00:00,abanglurus,Tolak Keras UU PPP Buruh Gugat ke MK Kamis Ini,true
2022-06-21 23:30:49+00:00,KaniaKa40835589,Viral gadis 18 tahun terkena stroke usai mengeluh ada dengung di telinga penyebabnya karena sering menggunakan earphone. Begini penjelasan dokter saraf,true
2022-06-21 23:29:47+00:00,nusabalicom,Proyek Jembatan Gatsu Timur Ditarget Rampung Desember,true
2022-06-21 23:29:35+00:00,kominfobkl,Wabup Hadiri Acara Monitoring PBI JK Jawa Timur,true
2022-06-21 23:29:21+00:00,SumardiEvulae,Presiden Joko Widodo mempertanyakan anggaran ketahanan pangan yang begitu besar mencapai Rp92 3 triliun pada 2022 tapi hasilnya tidak konkret Jokowi pun mengultimatum kalau tidak jelas hasilnya lebih baik belikan beras,true
2022-06-21 23:29:02+00:00,januar_theda,Litbang Kompas merilis survei tingkat kepuasan publik terhadap pemerintahan Presiden Jokowi dan Wapres Ma'ruf Amin yang hasilnya menunjukkan penurunan,true
2022-06-21 23:28:29+00:00,Nurrohman95_,Seorang pakar menyebut susah meluruskan kedua jari alias kontraktur dupuytren termasuk tanda-tanda gejala kolesterol tinggi. Dokter membeberkan fakta-faktanya,true
2022-06-21 23:27:32+00:00,GoRiauCom,Drama Penyanderaan Keuangan DPRD Riau Harus Dihentikan Hardianto: Jangan Emosi Pakai Hati dan Regulasi,true
2022-06-21 23:26:54+00:00,Indonesia_Pedia,Eks Mendag M Lutfi penuhi panggilan Kejagung hari ini. Ia bakal diperiksa terkait kasus ekspor bahan baku minyak goreng,true
2022-06-21 23:26:28+00:00,mdkoir,Pemprov DKI menggratiskan tarif angkutan umum TransJakarta MRT dan LRT besok Tarif khusus itu hanya berlaku saat HUT DKI Jakarta ke-495 22 Juni,true
2022-06-21 23:26:01+00:00,detikcom,Anggota DPRD DKI dari Fraksi Gerindra menilai Dinas Parekraf kecolongan soal 'Bungkus Night.' Polisi telah menyebut 'Bungkus Night' merupakan prostitusi,true
2022-06-19 23:59:57+00:00,Yunus05675952,Pemerintah desa dituntut untuk mampu berinovasi,true
2022-06-19 23:59:38+00:00,darilautID,Indonesia Perjuangkan Kepentingan Nelayan di Sidang WTO Subsidi Perikanan Ilegal Dihapus,true
2022-06-19 23:59:32+00:00,DePlankthoon,Grace Natalie menegaskan partainya tidak akan mendukung Gubernur DKI Jakarta Anies Baswedan maju sebagai capres pada Pemilu 2024,true
2022-06-19 23:58:57+00:00,RAWibowoIX,Menteri Pertanian Syahrul Yasin Limpo heran dengan harga cabai dan bawang merah yang melonjak tinggi. Pasalnya stok cabai di petani tergolong aman,true
2022-06-19 23:58:57+00:00,SartonoHutomo,SBY Pamer Lukisan Karyanya di Acara Mengenang Almarhumah Ani Yudhoyono,true
2022-06-19 23:58:41+00:00,AndiAriadi17,Seorang warga menemukan tas plastik berisi bayi ditinggal di bangku warung kopi (warkop) kawasan Desa Nambuhan Kecamatan Purwodadi Grobogan sore tadi,true
2022-06-19 23:56:32+00:00,POTRETNEWSriau,Pemilihan 27 Juli Lima Calon Rektor Unri Siap ”Bertempur”,true
2022-06-19 23:56:29+00:00,NicOakley,Menteri Pertanian Syahrul Yasin Limpo heran dengan harga cabai dan bawang merah yang melonjak tinggi. Pasalnya stok cabai di petani tergolong aman,true
2022-06-19 23:56:11+00:00,nusabalicom,Tersangka Sopir Bus Maut Ditahan,true
2022-06-19 23:54:57+00:00,tehamenuk,Grace Natalie menegaskan partainya tidak akan mendukung Gubernur DKI Jakarta Anies Baswedan maju sebagai capres pada Pemilu 2024,true
2022-06-19 23:54:41+00:00,RaniMar52732363,Pemerintah Arab Saudi menyita mainan pakaian dan benda lainnya yang berwarna pelangi dalam upaya menolak keberadaan LGBT,true
2022-06-19 23:54:32+00:00,GoRiauCom,Lantik Pengurus HMI Cabang Kepulauan Meranti Ini Pesan Wabup Asmar,true
"2022-06-19 23:53:02+00:00,wajahpenguasa,""Gaungkan ET di Bogor Relawan: Sosok yang Pantas Emban Tugas Pemimpin,true"
2022-06-19 23:50:06+00:00,Parulian12Roby,Hari Raya Idul Adha kurang dari sebulan lagi. Bagi umat muslim yang mampu sangat dianjurkan membeli sapi kambing/domba untuk jadi hewan kurban,true
2022-06-19 23:49:02+00:00,detikcom,Mobil Chevrolet dan ambulans pengangkut jenazah tabrakan di Medan. Akibatnya jenazah yang dibawa ambulans sempat terpental keluar dari pintu belakang,true
"2022-06-19 23:48:38+00:00,Nurhasanputra1,""PSI tidak akan mendukung Mas Anies di Pilpres 2024. Kami memeluk teguh prinsip antiintoleransi dan antikorupsi"" kata Grace Natalie,true"
2022-06-19 23:48:37+00:00,RoyMNasution3,Ketum AHY mengenang sosok sang Ibundanya. Ia menyampaikan rasa rindunya kepada Ibu Ani Yudhoyono usai lebih dari 1.000 hari almarhumah berpulang mengatakan selama ini pihak keluarga terus menata hati setelah merasakan duka yang sangat mendalam,true
2022-06-19 23:48:33+00:00,antaranews,Indonesia hadapi 1.855 kejadian bencana alam sejak Januari,true
2022-06-19 23:47:31+00:00,antarajateng,Menag puji Wali Kota Semarang dukung revitalisasi KUA,true
2022-06-19 23:47:04+00:00,detikcom,Dirjen WHO Thedros Adanom Ghebreyesus sudah tiba di Yogyakarta. Kedatangan Thedros untuk menghadiri pertemuan pertama Menkes G20 Senin (20/6),true
2022-06-19 23:45:57+00:00,MSNindonesia,Komplit Soal Akun WhatsApp Kita Diintai Orang: Gejala hingga Tips Mengamankan,true
2022-06-19 23:45:56+00:00,republikaonline,Forum Penyelamat Hutan Jawa menolak lahan hutan Jawa jadi objek reforma agraria,true
2022-06-19 23:45:38+00:00,nusabalicom,Jalan Licin Truk Pakan Lele Terguling di Tanjakan Sumbersari,true
2022-06-19 23:43:26+00:00,republikaonline,Sebelumnya tenda-tenda di Arafah hanya beralaskan karpet,true
2022-06-19 23:41:16+00:00,jabarekspres,Manfaat-Manfaat Luar Biasa Jalan Kaki bagi Kesehatan,true
2022-06-19 23:41:05+00:00,Riau24Com,Siapa Kawan Tandem Muhaimin Iskandar di Pilpres 2024? Ini Sinyal Dari PKB,true
2022-06-19 23:41:05+00:00,jatimNow,PJ Kades Torjunan Sampang meninggal misterius menjadi pilihan pembaca pada Minggu (19/6/2022),true
2022-06-19 23:40:14+00:00,republikaonline,Membangun tol di kawasan Puncak akan menimbulkan persoalan lingkungan,true
2022-06-19 23:39:32+00:00,GoRiauCom,Tinjau Progres Perbaikan Jembatan Gantung di Kemuning Bupati Wardan: Sudah Dapat Digunakan,true
2022-06-19 23:38:32+00:00,republikaonline,Jumlah bonus sebesar 14 persen dari gaji yang dihitung per tahun,true
2022-06-19 23:34:45+00:00,republikaonline,Lebih dari 147 Ribu Jamaah Haji Telah Tiba di Madinah,true
2022-06-19 23:34:38+00:00,Anderestu1,Islam jadi solusi penawar terhadap beragam problem dunia modern seperti sekularisasi,true
2022-06-19 23:34:22+00:00,republikaonline,Munas berharap PDIP tetapkan Ganjar dan Puan sebagai Presiden dan Wakil Presiden 2024,true
2022-06-19 23:33:35+00:00,detikcom,Ketua Umum PDI Perjuangan Megawati Soekarnoputri dan Ketua DPR RI Puan Maharani ternyata juga menyarankan Wali Kota Solo Gibran Rakabuming maju di Pilgub,true
2022-06-19 23:33:29+00:00,republikaonline,Pendidikan politik sebagai pemenuhan hak politik bagi disabilitas perlu dilakukan,true
2022-06-19 23:33:04+00:00,republikaonline,PM Israel mengingatkan warganya untuk menjaga diri,true
2022-06-19 23:33:04+00:00,antaranews,Vinicius Junior Tolak Bermain di Inggris Memilih Tetap di Real Madrid,true
2022-06-19 23:33:03+00:00,Riau24Com,Hari Ini PKS Bahas Peluang Koalisi Hingga Capres 2024,true
2022-06-19 23:33:02+00:00,antaranews,MU ajukan penawaran kedua untuk Frenkie de Jong,true
2022-06-19 23:32:51+00:00,republikaonline,Lebih dari 30.000 hektare telah terlahap api di Zamora Spanyol,true
"2022-06-19 23:30:00+00:00,inewsdotid,""Bonek Bantu Korban Kecelakaan di Tol Jombang Wali Kota Surabaya: Salam Satu Nyali,true"
2022-06-19 23:29:03+00:00,detikfinance,Masyarakat yang ingin berkurban diimbau agar meningkatkan kewaspadaan dan kejelian saat membeli hewan kurban,true
2022-06-19 23:25:10+00:00,apreiskagilang,Gibran Rakabuming Raka mengungkap fakta lain dari pertemuannya dengan Prabowo. Salah satunya saran Prabowo agar Gibran maju Pilgub DKI atau Jateng,true
2022-06-19 23:24:12+00:00,republikaonline,Ombudsman berencana mengumumkan hasil investigasi migor pada Juli,true
2022-06-19 23:24:17+00:00,detikoto,Sirkuit Formula E Ancol Mau Dipinjam untuk Gelar Balapan Jalanan,true
"2022-06-19 23:19:23+00:00,redaksimetrokal,""Berkat Hobi Melukis Kaligrafi, Muthia Punya Cerita yang Berharga,true"
2022-06-19 23:18:05+00:00,Iwancrd,Anies masuk sebagai bakal calon presiden dari Partai NasDem. Anies mengaku masih akan menjalankan tugas dan kewenangan sebagai Gubernur DKI hingga Oktober,true
2022-06-19 23:17:28+00:00,republikaonline,Kehadiran Habib Luthfi juga bersamaan dengan hadirnya masyarakat yang mendokan Eril,true 
"2022-06-19 23:17:27+00:00,samsariyadi,""5 Hari Kasus Corona di Atas 1.000, Kemenkes Yakin Tak Sampai Gelombang 4,true"
2022-06-19 23:17:05+00:00,Riau24Com,Cerita Suriname Negara di Amerika Selatan yang Warganya Fasih Berbahasa Jawa,true
"2022-06-19 23:15:00+00:00,inewsdotid,""Hilang saat Jala Ikan, Warga Pelalawan Ditemukan Tewas Diterkam Buaya,true"
